Level	Rule Name	Subject	Property	Value
WARN	missing_definition	has_relational_adjective	definition	
WARN	missing_definition	synonym typically used in the context of human anatomy	definition	
WARN	missing_definition	synonym typically used in the context of vertebrate anatomy	definition	
WARN	missing_definition	namespace-id-rule	definition	
WARN	missing_definition	synonym_type_property	definition	
WARN	missing_definition	has_broad_synonym	definition	
WARN	missing_definition	database_cross_reference	definition	
WARN	missing_definition	has_exact_synonym	definition	
WARN	missing_definition	has_narrow_synonym	definition	
WARN	missing_definition	has_obo_format_version	definition	
WARN	missing_definition	has_obo_namespace	definition	
WARN	missing_definition	has_related_synonym	definition	
WARN	missing_definition	has_scope	definition	
WARN	missing_definition	has_synonym_type	definition	
WARN	missing_definition	shorthand	definition	
WARN	missing_definition	treat-xrefs-as-genus-differentia	definition	
