Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	CARO:0000003	IAO:0000115	Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome.	
ERROR	duplicate_definition	PLANA:0000129	IAO:0000115	Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome.	
ERROR	duplicate_definition	CARO:0000000	IAO:0000115	Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.	
ERROR	duplicate_definition	PLANA:0000400	IAO:0000115	Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.	
ERROR	duplicate_definition	UBERON:0001062	IAO:0000115	Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.	
ERROR	duplicate_definition	PLANA:0000077	IAO:0000115	A stage at which the ectoderm, endoderm, and mesoderm develop into the internal organs of the organism.	
ERROR	duplicate_definition	UBERON:0000111	IAO:0000115	A stage at which the ectoderm, endoderm, and mesoderm develop into the internal organs of the organism.	
ERROR	duplicate_definition	CARO:0000010	IAO:0000115	A non-material anatomical entity of two dimensions. Anatomical boundaries are contiguous structures.	
ERROR	duplicate_definition	PLANA:0000496	IAO:0000115	A non-material anatomical entity of two dimensions. Anatomical boundaries are contiguous structures.	
ERROR	missing_label	hyman:vesicle	rdfs:label		
ERROR	missing_label	foaf:depiction	rdfs:label		
ERROR	missing_ontology_description	http://purl.obolibrary.org/obo	dc11:description		
ERROR	duplicate_label	BSPO:0000018	rdfs:label	transverse plane	
ERROR	duplicate_label	PLANA:0007501	rdfs:label	transverse plane	
ERROR	duplicate_label	BSPO:0000417	rdfs:label	sagittal plane	
ERROR	duplicate_label	PLANA:0007503	rdfs:label	sagittal plane	
ERROR	duplicate_label	PLANA:0000077	rdfs:label	organogenesis stage	
ERROR	duplicate_label	UBERON:0000111	rdfs:label	organogenesis stage	
ERROR	duplicate_label	CARO:0000006	rdfs:label	material anatomical entity	
ERROR	duplicate_label	PLANA:0000424	rdfs:label	material anatomical entity	
ERROR	duplicate_label	CARO:0000007	rdfs:label	immaterial anatomical entity	
ERROR	duplicate_label	PLANA:0000401	rdfs:label	immaterial anatomical entity	
ERROR	duplicate_label	CARO:0000003	rdfs:label	anatomical structure	
ERROR	duplicate_label	PLANA:0000129	rdfs:label	anatomical structure	
ERROR	duplicate_label	BSPO:0000400	rdfs:label	anatomical plane	
ERROR	duplicate_label	PLANA:0000490	rdfs:label	anatomical plane	
ERROR	duplicate_label	CARO:0000008	rdfs:label	anatomical line	
ERROR	duplicate_label	PLANA:0000489	rdfs:label	anatomical line	
ERROR	duplicate_label	CARO:0000000	rdfs:label	anatomical entity	
ERROR	duplicate_label	PLANA:0000400	rdfs:label	anatomical entity	
ERROR	duplicate_label	UBERON:0001062	rdfs:label	anatomical entity	
ERROR	duplicate_label	CARO:0000010	rdfs:label	anatomical boundary	
ERROR	duplicate_label	PLANA:0000496	rdfs:label	anatomical boundary	
ERROR	multiple_definitions	BFO:0000062	IAO:0000115	X preceded_by Y iff: end(Y) before_or_simultaneous_with start(X)	
ERROR	multiple_definitions	BFO:0000062	IAO:0000115	x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en	
ERROR	multiple_definitions	BSPO:0000099	IAO:0000115	x posterior to y iff x is further along the antero-posterior axis than y, towards the body/tail. An antero-posterior axis is an axis that extends through an organism from head end to opposite end of body or tail.	
ERROR	multiple_definitions	BSPO:0000099	IAO:0000115	x posterior_to y iff x is further along the antero-posterior axis than y, towards the body/tail. An antero-posterior axis is an axis that bisects an organism from head end to opposite end of body or tail.	
ERROR	multiple_definitions	BSPO:0001107	IAO:0000115	This relation holds when both the deep_to and ajdacent_to relationship similarly hold.	
ERROR	multiple_definitions	BSPO:0001107	IAO:0000115	x immediately deep to y iff x deep_to y and x is contiguous with y.	
ERROR	multiple_definitions	RO:0002220	IAO:0000115	x adjacent to y if and only if x and y share a boundary.	
ERROR	multiple_definitions	RO:0002220	IAO:0000115	x adjacent_to y iff: x and y share a boundary	
ERROR	multiple_definitions	RO:0002385	IAO:0000115	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y	
ERROR	multiple_definitions	RO:0002385	IAO:0000115	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y@en	
ERROR	multiple_definitions	RO:0002387	IAO:0000115	x has the potential to develop into y iff x develops into y or if x is capable of developing into y	
ERROR	multiple_definitions	RO:0002387	IAO:0000115	x has the potential to develop into y iff x develops into y or if x is capable of developing into y@en	
ERROR	missing_ontology_license	http://purl.obolibrary.org/obo	dc:license		
ERROR	missing_ontology_title	http://purl.obolibrary.org/obo	dc11:title		
ERROR	multiple_labels	BFO:0000050	rdfs:label	part of	
ERROR	multiple_labels	BFO:0000050	rdfs:label	part of@en	
ERROR	multiple_labels	BFO:0000051	rdfs:label	has part	
ERROR	multiple_labels	BFO:0000051	rdfs:label	has part@en	
ERROR	multiple_labels	BFO:0000062	rdfs:label	preceded by@en	
ERROR	multiple_labels	BFO:0000062	rdfs:label	preceded_by	
ERROR	multiple_labels	BFO:0000063	rdfs:label	precedes	
ERROR	multiple_labels	BFO:0000063	rdfs:label	precedes@en	
