Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	non-membrane-bounded organelle	definition	Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes.
ERROR	duplicate_definition	ribosome	definition	Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes.
ERROR	duplicate_definition	endoplasmic reticulum	definition	Network of interconnected, flattened, and/or tubular membrane, known as cisternae. This membrane is contiguous with the outer nuclear membrane. The endoplasmic reticulum is involved in both protein and lipid synthesis.
ERROR	duplicate_definition	rough endoplasmic reticulum	definition	Network of interconnected, flattened, and/or tubular membrane, known as cisternae. This membrane is contiguous with the outer nuclear membrane. The endoplasmic reticulum is involved in both protein and lipid synthesis.
ERROR	duplicate_definition	anatomical structure	definition	Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome.
ERROR	duplicate_definition	anatomical structure	definition	Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome.
ERROR	duplicate_definition	anatomical entity	definition	Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.
ERROR	duplicate_definition	anatomical entity	definition	Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.
ERROR	duplicate_definition	presynaptic vesicle	definition	A secretory organelle, typically 50 nm in diameter, of presynaptic nerve terminals; accumulates in high concentrations of neurotransmitters and secretes these into the synaptic cleft by fusion with the 'active zone' of the presynaptic plasma membrane.
ERROR	duplicate_definition	synaptic vesicle	definition	A secretory organelle, typically 50 nm in diameter, of presynaptic nerve terminals; accumulates in high concentrations of neurotransmitters and secretes these into the synaptic cleft by fusion with the 'active zone' of the presynaptic plasma membrane.
ERROR	duplicate_definition	wedge amputation	definition	A piece of tissue removed from the lateral margin at any given point that extendes interiorly to more medial structures.
ERROR	duplicate_definition	wedge fragment	definition	A piece of tissue removed from the lateral margin at any given point that extendes interiorly to more medial structures.
ERROR	duplicate_definition	autonomic neuron	definition	A neruon whose cell body is within an autonomic ganglion.
ERROR	duplicate_definition	enteric neuron	definition	A neruon whose cell body is within an autonomic ganglion.
ERROR	duplicate_definition	cell-cell junction	definition	A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic junctions such as ring canals.
ERROR	duplicate_definition	intercellular junction	definition	A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic junctions such as ring canals.
ERROR	duplicate_definition	incision	definition	A breach of the epidermis made with a defined edge or point.
ERROR	duplicate_definition	point incision	definition	A breach of the epidermis made with a defined edge or point.
ERROR	missing_label	foaf:depiction	rdfs:label	
ERROR	deprecated_class_reference	pharynx nerve plexus	rdfs:subClassOf	<http://purl.obolibrary.org/obo/PLANA_0000479>
ERROR	deprecated_class_reference	pharynx nerve plexus	rdfs:subClassOf	<http://purl.obolibrary.org/obo/PLANA_0000480>
ERROR	missing_ontology_description	obo:plana.owl	description	
ERROR	duplicate_label	ventral region of plug fragment	rdfs:label	ventral region of plug fragment
ERROR	duplicate_label	ventral region of plug fragment	rdfs:label	ventral region of plug fragment
ERROR	duplicate_label	material anatomical entity	rdfs:label	material anatomical entity
ERROR	duplicate_label	material anatomical entity	rdfs:label	material anatomical entity
ERROR	duplicate_label	dorsal region of plug fragment	rdfs:label	dorsal region of plug fragment
ERROR	duplicate_label	dorsal region of plug fragment	rdfs:label	dorsal region of plug fragment
ERROR	duplicate_label	anatomical structure	rdfs:label	anatomical structure
ERROR	duplicate_label	anatomical structure	rdfs:label	anatomical structure
ERROR	duplicate_label	anatomical region	rdfs:label	anatomical region
ERROR	duplicate_label	anatomical region	rdfs:label	anatomical region
